File,Sentence,String
2002-04-21-0127.xml,0,"Le plus urgent c'est l'envoie des secours pour faire face «à une terrible situation humanitaire», a déclaré <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> Kofi Annan, après le vote de la résolution 1405 de l'ONU"
2002-04-21-0127.xml,1," En attendant la commission d'enquête que finalement Bush n'a pas bloquée, le secrétaire d'Etat américain William Burn, <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> sur place, reconnaissait déjà « une tragédie humaine pour des milliers d'innocents »"
1999-07-28-0348d.xml,0,"Philippe Barret, un des conseillers du ministre de l'Intérieur Jean-Pierre Chevènement, a démissionné <date mercredi dernier <pad><pad><pad><pad>resta 3 dayw<pad><pad>> de ses fonctions"
1999-07-28-0348d.xml,1," Conseiller politique, Philippe Barret, qui s'occupait également des questions relatives à la Corse, a avancé des «raisons personnelles» à son départ"
1999-07-28-0348d.xml,2," Agé de 54 ans, il devrait regagner son corps d'origine, l'inspection générale de l'éducation nationale"
1999-08-27-1122.xml,0,Mandats de dépôt
1999-08-27-1122.xml,1,"« L'équipée sauvage » de <date la nuit de lundi à mardi <pad><pad><pad>neutro 1 dayw<pad><pad><pad>tni> à Rambervillers a connu son épilogue <date hier matin <pad><pad><pad>resta 1 d<pad><pad><pad>tmo>, devant le tribunal correctionnel d'Epinal : les cinq casseurs ont été conduits à la maison d'arrêt après leurs condamnations, en comparution immédiate, à des peines de prison ferme"
1999-08-27-1122.xml,2,Interpellés dès <date mardi soir <pad><pad><pad>neutro 2 dayw<pad><pad><pad>tev> par les gendarmes qui n'avaient pu rattraper les fuyards lors d'une course-poursuite
1999-08-27-1122.xml,3,"Elvis Weiss, Johnny Kadda, Abdelbaky Rahimi, Nordine Meguernes et Vincent Chenal, qui habitent tous le même quartier, n'ont pas su expliquer pourquoi ils ont cassé, dégradé, et incendié au cours d'une virée <time nocturne <pad><pad><pad><pad><pad><pad><pad><pad><pad>tni> qui a tourné au saccage organisé"
1999-08-27-1122.xml,4,"« J'étais énervé », « Je ne sais pas », « C'est parti tout seul », « Ben, comme ça"
1999-08-27-1122.xml,7, » : des réponses qui arrachent une moue d'incrédulité au président Lespérance
1999-08-27-1122.xml,8,"Cinq vitrines brisées, un container brûlé, une quinzaine de jardinières arrachées et jetées dans la Mortagne, trois tentatives de vol de voitures et un véhicule incendié, une effraction et du vol d'outillage à la piscine municipale, des dégradations en série : la liste des méfaits et exactions commis entre <time 0 h 30 <pad><pad><pad><pad><pad><pad>0 30<pad><pad>> et <time 4 h mardi <pad><pad><pad>neutro 2  dayw 20 00<pad><pad>> ressemble à une litanie sans fin"
1999-08-27-1122.xml,11,"« La bande, armée de manches de pioche et de gourdins, a semé le trouble dans la bourgade » : le substitut Weyland a requis la sévérité"
1999-08-27-1122.xml,12, « Le petit tour en ville a tourné au saccage général et gratuit »
1999-08-27-1122.xml,13," Et de demander des peines de prison ferme, de <duration 8 <pad>8<pad><pad><pad><pad><pad><pad>> à <duration 24 mois <pad>24<pad><pad><pad><pad><pad><pad>>, à l'encontre des prévenus"
1999-08-27-1122.xml,14,"Elvis Weiss, 20 ans, a déjà un casier judiciaire, comme ses copains Nordine Meguernes, 19 ans, et Abdelbaky Rahimi, 19 ans"
1999-08-27-1122.xml,15," Vincent Chenal, 19 ans, qui reconnaît être l'incendiaire de la voiture et Johnny Kadda, 20 ans, n'ont jamais été condamné"
1999-08-27-1122.xml,16,"Le quatuor des avocates, Mes Perrin, Leuvrey, Arnoult et Spor, n'a pu obtenir la clémence du tribunal, malgré des plaidoiries axées sur la personnalité des membres de la bande, qui tous connaissent des difficultés familiales et ont une formation professionnelle ou une activité d'intérimaire"
1999-08-27-1122.xml,17,"Elvis Weiss, Nordine Meguernès et Vincent Chenal ont écopé d'une peine de <duration 2 ans 2<pad><pad><pad><pad><pad><pad><pad>> de prison ferme, Abdelbaky Rahimi de <duration 10 mois <pad>10<pad><pad><pad><pad><pad><pad>> et Johnny Kadda de <duration 8 mois <pad>8<pad><pad><pad><pad><pad><pad>>"
1999-08-27-1122.xml,18, Un mandat de dépôt a été décerné par le tribunal à chacun des cinq casseurs
1999-08-27-1122.xml,19,Anne IRJUD
2002-09-22-0531.xml,0,Malentendu et excuses
2002-09-22-0531.xml,1,"Edmund Stoiber a ainsi déclaré <date mercredi <pad><pad><pad><pad>neutro 3 dayw<pad><pad>> qu'il n'autoriserait pas, s'il était élu, l'usage des bases américaines en Allemagne pour une attaque unilatérale des Etats-Unis en Irak"
2002-09-22-0531.xml,2, Son conseiller de campagne s'est empressé d'évoquer un « malentendu »
2002-09-22-0531.xml,3,"Quant à la ministre social-démocrate de la Justice, Herta Daeubler-Gmelin, elle a provoqué une belle polémique en comparant, selon un journal local, les méthodes du président américain George W"
2002-09-22-0531.xml,4, Bush à celles du dictateur nazi Adolf Hitler : le recours à la guerre face aux problèmes de politique intérieure
2002-09-22-0531.xml,5," Elle a fini par démentir avoir tenu ces propos, au bout de <duration deux jours <pad><pad><pad>2<pad><pad><pad><pad>> et après avoir provoqué l'ire publique de Washington"
2002-09-22-0531.xml,6, Et Gerhard Schröder s'est fendu d'une lettre à George W
2002-09-22-0531.xml,7, Bush
2002-09-22-0531.xml,8,Ce n'est pas un hasard si ces dérapages ont porté sur l'Irak
2002-09-22-0531.xml,9," C'est en jouant de la peur de la guerre, profonde dans un pays traumatisé par le bellicisme nazi et les tensions de la Guerre froide, que le chancelier Schröder a réussi à redonner une chance à son camp "
2002-09-22-0531.xml,10,"Il a exclu d'emblée toute participation de son pays à une attaque de l'Irak, avec ou sans mandat de l'ONU"
2002-09-22-0531.xml,11,"Les élections législatives d'<date aujourd'hui <pad><pad><pad><pad>suma 0 d<pad><pad>> en Allemagne promettent de figurer parmi les plus serrées de <date l'après-guerre 1945<pad><pad><pad><pad><pad><pad><pad><pad>> : ni les sociaux-démocrates du chancelier Gerhard Schröder ni les conservateurs d'Edmund Stoiber ne disposent d'une claire majorité, selon les sondages"
2002-09-22-0531.xml,12,"A l'issue d'une campagne riche en rebondissements, Gerhard Schröder reste de très loin le plus populaire des candidats, face à un rival très crispé : la tête de liste de la démocratie-chrétienne (CDU/CSU), le chef du gouvernement régional de Bavière Edmund Stoiber, n'a pas su convaincre qu'il avait l'envergure d'un chancelier"
2002-09-22-0531.xml,13,"Mais ce sont les députés du Bundestag que les 61,2 millions d'électeurs allemands vont choisir <date aujourd'hui <pad><pad><pad><pad>suma 0 d<pad><pad>>"
2002-09-22-0531.xml,14, <date le futur <pad><pad><pad><pad><pad><pad>future<pad><pad>> chancelier sera élu par la nouvelle chambre
2002-09-22-0531.xml,15," Et là, rien n'est encore joué"
2002-09-22-0531.xml,16,Les écarts sont trop faibles pour permettre toute projection
2002-09-22-0531.xml,17," En outre, la fine arithmétique électorale dépend du retour ou non au Parlement des néocommunistes du PDS, héritiers du Parti communiste au pouvoir dans l'ex-RDA"
2002-09-22-0531.xml,18," Si le PDS disparaît du paysage politique fédéral, ses sièges seraient redistribués à la proportionnelle aux partis représentés, avec une prime au vainqueur"
2002-09-22-0531.xml,19, De quoi faire peser une vraie incertitude sur l'issue du scrutin et mettre les nerfs à vif
2002-09-22-0531.xml,20, Deux gaffes récentes témoignent de cette tension
1999-07-28-0348e.xml,0,Remaniement d'adjoints à Paris
1999-07-28-0348e.xml,1,"- Jean Tiberi, maire RPR de Paris, a procédé <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> à un mini-remaniement de ses adjoints, en confiant l'important secteur scolaire et universitaire à un de ses proches, Vincent Reina, qui succède à Jean de Gaulle, démissionnaire"
1999-07-28-0348e.xml,2,Pages spécifiques à l'édition de Lunéville
2002-04-30-0498c.xml,0,Besancenot à Marseille
2002-04-30-0498c.xml,1,Olivier Besancenot sera à Marseille <date jeudi 2 mai <pad>05<pad>02<pad><pad><pad><pad><pad>> afin d'y manifester contre la venue de Jean-Marie Le Pen
2002-04-30-0498c.xml,2," L'ancien candidat de la Ligue communiste révolutionnaire (LCR) à la présidentielle manifestera aussi <date le mercredi 1er mai <pad>05<pad>01<pad><pad><pad><pad><pad>> à la tête du cortège de la LCR présent dans la grande manifestation parisienne anti-Le Pen, au côté d'Alain Krivine, porte-parole de la LCR"
2003-02-04-0456e.xml,0,Terroriste arrêté à Jakarta
2003-02-04-0456e.xml,1," - Une bombe a explosé <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> dans l'enceinte du quartier général de la police à Jakarta, sans faire de victime, mais cet attentat a ravivé les craintes de nouvelles attaques terroristes dans l'archipel"
2003-02-04-0456e.xml,2,"La police a d'autre part annoncé l'arrestation du chef pour Singapour de la Jamaah Islamiyah (JI), un réseau terroriste régional, qui aurait eu pour plan de détourner des avions pour les faire s'écraser sur Singapour et Bangkok"
2002-05-07-0144.xml,0,La «mission» de Raffarin
2002-05-07-0144.xml,1,Jacques Chirac a fait vite
2002-05-07-0144.xml,2," Réélu triomphalement <date dimanche <pad><pad><pad><pad>neutro 7 dayw<pad><pad>> avec plus de 82% des voix, le chef de l'Etat a nommé dès <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> à Matignon Jean-Pierre Raffarin"
2002-05-07-0144.xml,3, Celui-ci s'est aussitôt lancé dans les consultations pour la constitution de son gouvernement «de mission» dont la composition sera rendue publique <date ce mardi «dans la journée» <pad><pad><pad>neutro 2 dayw<pad><pad><pad>tdt>
1999-06-04-0535b.xml,0,Carla Bruni roule japonais
1999-06-04-0535b.xml,1,"Après Claudia Schiffer et son idylle avec Citroën, Carla Bruni prête son image à un grand constructeur automobile"
1999-06-04-0535b.xml,2," Le célèbre mannequin roule japonais : pour Suzuki, Carla Bruni incarne la «femme moderne et dynamique»"
1999-06-04-0535b.xml,3, Le top model défend les couleurs d'un 4x4 tous terrains destiné à une clientèle urbaine et essentiellement féminine
1999-06-04-0535c.xml,0,Cassis exempté de quarantaine
1999-06-04-0535c.xml,1,"Tony Blair est intervenu personnellement pour exempter officiellement de quarantaine le chien d'un jeune Britannique de 15 ans, atteint d'un cancer et en convalescence en France"
1999-06-04-0535c.xml,2," Craignant de ne plus revoir son chien à son retour en Angleterre, William a écrit une lettre au Premier ministre britannique en lui demandant s'il lui était possible «d'accélérer la réforme» de ce système ancestral destiné à protéger les animaux insulaires de la rage, pour qu'il «puisse rentrer en Angleterre avec son chien"
1999-06-04-0535c.xml,5, »
1999-06-04-0535c.xml,6," Dans une lettre signée de sa main, Tony Blair est «heureux d'annoncer qu'en raison des circonstances exceptionnelles, Cassis est exempté de quarantaine»"
1999-06-04-0535c.xml,7," Il recevra en avant première, après vérifications du ministère de l'Agriculture, un passeport pour animaux domestiques, qui devrait normalement entrer en vigueur en <date avril 2001 2001 04<pad><pad><pad><pad><pad><pad><pad>>"
2003-02-07-0005.xml,0,"A compter du <date 1er septembre prochain <pad><pad><pad><pad>resta 9 months <pad><pad>>, les Commerciens n'appelleront plus la police mais la gendarmerie à la rescousse"
2003-02-07-0005.xml,1, La décision de Nicolas Sarkozy de fermer le commissariat de Commercy a été rendue officiellement publique <date hier après-midi <pad><pad><pad>resta 1 d<pad><pad><pad>taf> par le préfet Bernard Fitoussi
2003-02-07-0005.xml,2, Un choix qui devrait permettre d'atteindre «un haut niveau de sécurité et d'efficacité» a-t-il déclaré
2003-02-04-0456d.xml,0,Un mufti de la République en Algérie
2003-02-04-0456d.xml,1," - La fonction de Mufti de la République, chargé officiellement des fatwas (décrets religieux) a été créée par le gouvernement algérien, a-t-on annoncé <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> à Alger"
2003-02-04-0456d.xml,2," Le titulaire de cette nouvelle fonction en Algérie, devra présider le Dar el-ifta (l'organisme de la fatwa), également <date nouvellement <pad><pad><pad><pad><pad><pad>past<pad><pad>> créé"
2003-01-21-0468.xml,0,"Rien ne justifie <date aujourd'hui <pad><pad><pad><pad>suma 0 d<pad><pad>> une action militaire, selon Dominique de Villepin"
2003-01-21-0468.xml,1,Le ministre français des Affaires étrangères Dominique de Villepin a estimé <date hier <pad><pad><pad><pad>resta 1 d<pad><pad>> que rien que ne justifiait <date aujourd'hui <pad><pad><pad><pad>suma 0 d<pad><pad>> une action militaire contre l'Irak
2003-01-21-0468.xml,2," « Rien ne justifie de rompre le fil des inspections pour entrer dans le temps de la guerre et de l'incertitude », a affirmé le ministre français"
2003-01-21-0468.xml,3,M
2003-01-21-0468.xml,4," de Villepin a également souligné, en s'exprimant en anglais, que « si la guerre est le seul moyen pour sortir de cette crise, alors nous sommes dans une impasse »"
2003-01-21-0468.xml,5,"La crise en Irak « est un test » et « les enjeux sont énormes », a-t-il déclaré lors d'une conférence de presse à l'issue d'une réunion du Conseil de sécurité de l'Onu sur la lutte antiterroriste"
2003-01-21-0468.xml,6, La France préside <date actuellement <pad><pad><pad><pad><pad><pad>present<pad><pad>> le Conseil de sécurité
2002-11-04-0354.xml,0,Modification de l'itinéraire du bus
2002-11-04-0354.xml,1,"En raison des travaux de voirie qui vont être exécutés chemin des Montants, le trajet du bus et par conséquent, les arrêts sont modifiés"
2002-11-04-0354.xml,2," Pendant toute la durée des travaux (<duration environ deux mois <pad>2<pad><pad><pad><pad><pad><pad>>), la rue du château ne sera plus desservie"
2002-11-04-0354.xml,3," Dans le sens Nancy-Ecuelle, les arrêts à Eulmont se feront : 1"
2002-11-04-0354.xml,4," à la Teille, 2"
2002-11-04-0354.xml,5," au chêne, 3"
2002-11-04-0354.xml,6, au centre et à la ferme (face à l'abri)
1999-05-18-0333.xml,0,LE VILLAGE FERA LA F^ETE <date dimanche <pad><pad><pad><pad>neutro 7 dayw<pad><pad>>
1999-05-18-0333.xml,1,C'est en <date cette fête de pentecôte <pad>05<pad>24<pad><pad><pad><pad><pad>> que se déroulera la fête du village
1999-05-18-0333.xml,2,"Dès <date dimanche <pad><pad><pad><pad>neutro 7 dayw<pad><pad>>, petits et grands pourront venir s'exercer au crève-ballons, à la loterie, au tir ou encore se régaler à la confiserie ou essayer le manège"
1999-05-18-0333.xml,3,"<date dimanche soir <pad><pad><pad>neutro 7 dayw<pad><pad><pad>tev>, à partir de <time 22 h <pad><pad><pad><pad><pad><pad>20<pad><pad><pad>>, le comité des fêtes vous invite également au bal qui sera animé par Frédéric Bush"
2003-02-04-0872.xml,0,Premiers lauriers
2003-02-04-0872.xml,1,EPINAL
2003-02-04-0872.xml,2, _ Plusieurs coureurs de la Vôge VTT se sont rendus <date ce week-end <pad><pad><pad><pad>neutro 0 we<pad><pad>> à Saint-Gervais pour participer à la Snow Bike Cup
2003-02-04-0872.xml,3,Une sortie prometteuse pour les protégés d'Eric Jacoté
2003-02-04-0872.xml,4," Ainsi, Jérôme Conreaux et Rémy Absalon ont signé un joli doublé tandis que Estelle Vuillemin s'est imposée chez les féminines (27e au scratch)"
1999-07-28-0348c.xml,0,L'Agence universitaire de la francophonie porte plainte pour diffamation
1999-07-28-0348c.xml,1,- Le conseil d'administration de l'Agence universitaire de la francophonie (AUF) a décidé de porter plainte pour diffamation à la suite de la publication d'un rapport d'évaluation sur l'organisation
1999-07-28-0348c.xml,2," Le rapport en question, remis à M"
1999-07-28-0348c.xml,3," Boutros Boutros-Ghali, secrétaire général de la francophonie, dresse un constat très sévère de la gestion de l'AUF, en jugeant «impératif de créer une nouvelle agence universitaire sur du solide»"
2003-02-04-0456a.xml,0,L'Algérie dans le noir
2003-02-04-0456a.xml,1," - Une panne générale de courant a plongé <date hier soir <pad><pad><pad>resta 1 d<pad><pad><pad>tev> l'Algérie dans le noir, dont la capitale Alger"
2003-02-04-0456a.xml,2," La plupart des grandes villes algériennes ont également été touchées par cette gigantesque panne qui serait due à un « incident » à la centrale Elhamma d'Alger, selon une source officielle"
2003-02-04-0456a.xml,3," Cette nouvelle centrale, alimentée au gaz naturel, avait été inaugurée il y a <duration quelques mois <pad>x<pad><pad><pad><pad><pad><pad>> par le président Abdelaziz Bouteflika"
2003-02-04-0456a.xml,4, Le courant devait être rétablie en totalité au cours de <time la nuit <pad><pad><pad>neutro 0 d<pad><pad><pad>tni>
1999-07-23-0052.xml,0,<date prochains <pad><pad><pad><pad><pad><pad>future<pad><pad>> mariages
1999-07-23-0052.xml,1,"En mairie de Tronville, <time samedi 24 juillet à 15 h 45 <pad>07<pad>24<pad><pad>15 45<pad><pad>>, Boris Grüner, militaire dans l'armée de l'air demeurant 49, route nationale, convolera en justes noces avec Noura Mohamed-Belkacem, secrétaire dans l'armée de l'air et habitante de la rue de l'Ornain"
1999-07-23-0052.xml,2,"<date le même jour <pad><pad><pad><pad>neutro 0 d<pad><pad>> à Saint-Amand-Sur-Ornain, à <time 14 h 15 <pad><pad><pad><pad><pad><pad>14 15<pad><pad>> en la maison commune, Christophe Bouche, agent SNCF et demeurant 31, rue du maréchal de Luxembourg, prendra pour épouse Elodie Legeay, laborantine qui habite le village"
1999-09-05-0496.xml,0,LA FARANDOLE
1999-09-05-0496.xml,1,La halte-garderie La Farandole rouvrira ses portes <date lundi 6 septembre <pad>09<pad>06<pad><pad><pad><pad><pad>> à partir de <time 8 h 30 <pad><pad><pad><pad><pad><pad>8 30<pad><pad>>
1999-09-05-0496.xml,2,"Les premières inscriptions se feront <date ce même lundi après-midi <pad><pad><pad>neutro 1 d<pad><pad><pad>taf>, de <time 13 h 30 <pad><pad><pad><pad><pad><pad>13 30<pad><pad>> à <time 15 h 30 <pad><pad><pad><pad><pad><pad>15 30<pad><pad>>"
1999-09-05-0496.xml,3," Les inscriptions auront lieu ensuite <set tous les jeudis <pad><pad><pad><pad><pad><pad><pad><pad>> aux heures d'ouverture aux Epis, 4 bis, avenue du Général de Gaulle (tél"
1999-09-05-0496.xml,4, 03
1999-09-05-0496.xml,5,83
1999-09-05-0496.xml,6,74
1999-09-05-0496.xml,7,37
1999-09-05-0496.xml,8,70)
1999-07-28-0348a.xml,0,Repas de famille gouvernemental
1999-07-28-0348a.xml,1,"- Lionel Jospin reçoit <date ce soir <pad><pad><pad>neutro 0 d<pad><pad><pad>tev> les membres de son gouvernement et leurs conjoints à Matignon pour un dîner qui ressemble plus à une fête de fin d'année qu'à une rencontre de travail, après <duration une période <pad><pad><pad><pad><pad><pad><pad><pad>> marquée par des tensions parfois vives au sein de son équipe"
1999-07-28-0348a.xml,2, Le dernier conseil des ministres avant la trêve estivale est prévu <date le 3 août <pad>08<pad>03<pad><pad><pad><pad><pad>>
1999-07-28-0348a.xml,3, Un <date précédent <pad><pad><pad><pad><pad><pad>past<pad><pad>> dîner avait réuni <date mercredi dernier <pad><pad><pad><pad>resta 3 dayw<pad><pad>> autour de Lionel Jospin les chefs de parti de la majorité plurielle
1999-05-29-0648.xml,0,Tombée du 4e étage
1999-05-29-0648.xml,1,"<date hier <pad><pad><pad><pad>resta 1 d<pad><pad>>, vers <time midi <pad><pad><pad><pad><pad><pad>12 00<pad><pad>>, une femme d'une trentaine d'années est tombée du 4e étage du bâtiment Les Etourneaux, place de Londres à Vandœuvre"
1999-05-29-0648.xml,2,"Grièvement blessée, elle a été transportée, après conditionnement, au centre hospitalier"
2002-01-21-0155.xml,0,"Pendant <duration une semaine <pad><pad>1<pad><pad><pad><pad><pad>> à partir de <date ce matin <pad><pad><pad>neutro 0 d<pad><pad><pad>tmo>, le tribunal de Poitiers va tenter de démêler les responsabilités dans le gigantesque carambolage suivi d'incendies des véhicules, qui <date le 10 novembre 93 1993 11<pad>10<pad><pad><pad><pad><pad>>, sur l'A 10 près de Bordeaux, avait causé la mort de 15 personnes et blessé 53 autres"
2002-01-21-0155.xml,1, 80 parties civiles sont représentées alors que 17 automobilistes et deux chauffeurs routiers sont poursuivis
1999-07-16-0592.xml,0,STAGE GYM ENFANT
1999-07-16-0592.xml,1,"Un stage de gym enfant et expression artistique se déroulera au centre social de Beauregard du <date 19 <pad><pad><pad>13<pad><pad><pad><pad><pad>> au <date 23 juillet <pad>07<pad>23<pad><pad><pad><pad><pad> >, pour les enfants de 2 à 8 ans"
1999-07-16-0592.xml,2, Renseignements et inscriptions au tél 03
1999-07-16-0592.xml,3,83
1999-07-16-0592.xml,4,96
1999-07-16-0592.xml,5,46
1999-07-16-0592.xml,6,12
2003-02-21-0862.xml,0,Une Alsacienne de 6 ans se noie
2003-02-21-0862.xml,1,STRASBOURG
2003-02-21-0862.xml,2, _ Une fillette de 6 ans s'est noyée <date mardi soir <pad><pad><pad>neutro 2 dayw<pad><pad><pad>tev> dans la piscine d'un centre de villégiature près d'Obernai
2003-02-21-0862.xml,3," Pauline, en vacances avec sa famille au domaine Saint-Jacques, a été transportée à l'hôpital de Hautepierre à Strasbourg, après avoir coulé dans le grand bassin de la piscine couverte du site"
2003-02-21-0862.xml,4," Secourue rapidement, son cœur est reparti, mais elle n'avait pas repris conscience lors de son admission à l'hôpital, où elle est décédée"
2003-02-21-0862.xml,5, Les gendarmes d'Obernai enquêtent
2002-04-03-1077.xml,0,Déchetterie fermée
2002-04-03-1077.xml,1,"La déchetterie, rue de la gare, sera fermée du <date mercredi 3 avril <pad>04<pad>03<pad><pad><pad><pad><pad>> au <date samedi 6 avril <pad>04<pad>06<pad><pad><pad><pad><pad>> inclus"
2003-01-24-0478a.xml,0,Trois personnes ont été tués dans une attaque palestinienne au sud d'Hébron en Cisjordanie
2003-01-24-0478a.xml,1," Selon les services de secours, des tireurs ont ouvert le feu sur un véhicule israélien près d'une colonie des hauteurs de Hébron, tuant ses trois occupants"
2003-01-24-0478a.xml,2,"L'armée israélienne a arrêté un tireur embusqué palestinien déguisé en femme qui avait ouvert le feu sur des soldats près de la colonie juive de Dougit, sans faire de blessé"
2003-01-24-0478a.xml,3,"Les Brigades des martyrs d'Al-Aqsa, groupe armé lié au mouvement Fatah de Yasser Arafat, ont indiqué qu'elles entendaient poursuivre les attentats-suicides contre Israël"
2003-01-24-0478a.xml,4,Une réunion interpalestinienne doit s'ouvrir <date aujourd'hui <pad><pad><pad><pad>suma 0 d<pad><pad>> au Caire
